   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.001    0.000 extras.py:235(__init__)
       10    0.000    0.000    0.001    0.000 extras.py:239(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:270(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:288(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:301(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:326(_fromnxfunction_allargs)
        1    0.000    0.000    0.011    0.011 financial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        7    0.000    0.000    0.000    0.000 fractions.py:276(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 fractions.py:38(Fraction)
        1    0.000    0.000    0.008    0.008 fractions.py:4(<module>)
        1    0.001    0.001    0.029    0.029 fromnumeric.py:1(<module>)
        2    0.001    0.000    0.019    0.009 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:1895(vectorize)
      274    0.001    0.000    0.001    0.000 function_base.py:419(_needs_add_docstring)
      274    0.001    0.000    0.003    0.000 function_base.py:437(_add_docstring)
      274    0.002    0.000    0.011    0.000 function_base.py:451(add_newdoc)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        2    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
      343    0.005    0.000    0.009    0.000 functools.py:35(update_wrapper)
        9    0.000    0.000    0.000    0.000 functools.py:478(lru_cache)
        9    0.000    0.000    0.000    0.000 functools.py:517(decorating_function)
      334    0.001    0.000    0.001    0.000 functools.py:65(wraps)
        5    0.000    0.000    0.000    0.000 functools.py:934(__init__)
        5    0.000    0.000    0.000    0.000 functools.py:940(__set_name__)
        1    0.000    0.000    0.056    0.056 game.py:1(<module>)
    16818    0.035    0.000    0.035    0.000 game.py:107(check_start_round)
    16817    0.030    0.000    0.030    0.000 game.py:118(check_ball_save)
    16817    0.045    0.000    0.045    0.000 game.py:129(check_end_round)
        1    0.652    0.652   42.352   42.352 game.py:153(loop)
        1    0.000    0.000    0.000    0.000 game.py:17(Game)
    16818    0.388    0.000    6.007    0.000 game.py:184(handle_incoming_messages)
    16820    1.947    0.000   17.190    0.001 game.py:213(execute_handlers)
    16817    0.356    0.000    8.444    0.001 game.py:230(update_screen)
      151    0.000    0.000    0.000    0.000 game.py:236(printMsg)
    33637    0.051    0.000    0.148    0.000 game.py:240(play_sounds)
        1    0.000    0.000    0.000    0.000 game.py:43(__init__)
        1    0.000    0.000    0.000    0.000 game.py:66(register_launcher_callback)
       49    0.000    0.000    0.000    0.000 game.py:69(register_message_handler)
       14    0.000    0.000    0.000    0.000 game.py:75(register_state_handler)
        4    0.000    0.000    0.000    0.000 game.py:79(register_startup_handler)
        6    0.000    0.000    0.000    0.000 game.py:83(register_round_end_handler)
        8    0.000    0.000    0.000    0.000 game.py:87(register_cleanup_handler)
        1    0.000    0.000    0.000    0.000 game.py:91(execute_launcher)
        1    0.000    0.000    0.002    0.002 game.py:94(start)
        1    0.000    0.000    0.000    0.000 game_end.py:1(<module>)
        1    0.000    0.000    0.000    0.000 game_end.py:9(init_game_end)
        1    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.001    0.001 getlimits.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:291(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.001    0.000    0.006    0.001 getlimits.py:35(__init__)
       36    0.000    0.000    0.001    0.000 getlimits.py:39(<lambda>)
       30    0.000    0.000    0.001    0.000 getlimits.py:40(<lambda>)
       30    0.000    0.000    0.005    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:445(iinfo)
        7    0.000    0.000    0.000    0.000 getlimits.py:498(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:522(max)
        8    0.000    0.000    0.000    0.000 getlimits.py:90(_register_type)
        1    0.001    0.001    0.007    0.007 getlimits.py:94(_register_known_types)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 hashlib.py:5(<module>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.001    0.001 helper.py:1(<module>)
        1    0.000    0.000    0.001    0.001 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1641(Hermite)
        1    0.000    0.000    0.001    0.001 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1635(HermiteE)
        1    0.000    0.000    0.002    0.002 histograms.py:1(<module>)
        1    0.000    0.000    0.010    0.010 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
      278    0.002    0.000    0.003    0.000 importer.py:246(find_spec)
        1    0.000    0.000    0.057    0.057 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:108(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:143(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:208(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:250(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:255(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:294(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:310(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:422(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:517(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:522(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:680(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:724(__init__)
        2    0.000    0.000    0.000    0.000 inspect.py:159(isfunction)
        1    0.000    0.000    0.000    0.000 inspect.py:2150(_signature_from_function)
        1    0.000    0.000    0.000    0.000 inspect.py:2244(_signature_from_callable)
        3    0.000    0.000    0.000    0.000 inspect.py:2515(__init__)
        3    0.000    0.000    0.000    0.000 inspect.py:2565(name)
        1    0.000    0.000    0.000    0.000 inspect.py:2798(__init__)
        4    0.000    0.000    0.000    0.000 inspect.py:2847(<genexpr>)
        1    0.000    0.000    0.000    0.000 inspect.py:2876(from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:2882(parameters)
        1    0.000    0.000    0.000    0.000 inspect.py:3128(signature)
        1    0.000    0.000    0.000    0.000 inspect.py:494(unwrap)
        1    0.000    0.000    0.000    0.000 inspect.py:514(_is_wrapper)
        1    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1127(_BaseV4)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1149(_make_netmask)
       22    0.000    0.000    0.001    0.000 ipaddress.py:1175(_ip_int_from_string)
       88    0.000    0.000    0.001    0.000 ipaddress.py:1201(_parse_octet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1268(IPv4Address)
       31    0.000    0.000    0.001    0.000 ipaddress.py:1274(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1408(IPv4Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1475(IPv4Network)
       21    0.000    0.000    0.002    0.000 ipaddress.py:1490(__init__)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1557(_IPv4Constants)
       55    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1598(_BaseV6)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1618(_make_netmask)
       34    0.001    0.000    0.001    0.000 ipaddress.py:1638(_ip_int_from_string)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1742(_parse_hextet)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1875(_split_scope_id)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1904(IPv6Address)
       50    0.000    0.000    0.002    0.000 ipaddress.py:1910(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2134(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2209(IPv6Network)
       34    0.001    0.000    0.003    0.000 ipaddress.py:2225(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.000    0.000    0.003    0.003 ipaddress.py:2301(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.008    0.008 ipaddress.py:4(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
       55    0.000    0.000    0.001    0.000 ipaddress.py:535(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 ipaddress.py:565(_BaseAddress)
      110    0.000    0.000    0.000    0.000 ipaddress.py:576(__int__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:673(_BaseNetwork)
        1    0.000    0.000    0.001    0.001 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1592(Laguerre)
        2    0.000    0.000    0.003    0.002 left_launcher.py:1(<module>)
        1    0.000    0.000    0.000    0.000 left_launcher.py:15(register_handlers)
    16817    0.067    0.000    0.166    0.000 left_launcher.py:16(<lambda>)
    16817    0.110    0.000    0.286    0.000 left_launcher.py:25(<lambda>)
    16817    0.235    0.000    1.271    0.000 left_launcher.py:29(handle_state)
        1    0.000    0.000    0.000    0.000 left_launcher.py:49(LeftLauncher)
        1    0.000    0.000    0.000    0.000 left_launcher.py:50(__init__)
        1    0.000    0.000    0.000    0.000 left_launcher.py:69(init_left_launcher)
    16817    0.231    0.000    0.665    0.000 left_launcher.py:70(handle_state)
        1    0.000    0.000    0.000    0.000 left_launcher.py:8(LaneSwitchHandler)
        1    0.000    0.000    0.000    0.000 left_launcher.py:9(__init__)
        1    0.000    0.000    0.001    0.001 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1608(Legendre)
        1    0.000    0.000    0.023    0.023 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
        1    0.000    0.000    0.000    0.000 loader.py:11(BaseLoader)
        1    0.000    0.000    0.085    0.085 loader.py:2(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:21(FullLoader)
        1    0.000    0.000    0.000    0.000 loader.py:31(SafeLoader)
        1    0.000    0.000    0.001    0.001 loader.py:33(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:41(Loader)
        1    0.000    0.000    0.000    0.000 loader.py:55(UnsafeLoader)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.003    0.003 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 ma_result.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ma_result.py:88(MiniaudioError)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        2    0.000    0.000    0.005    0.002 mag_bridge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mag_bridge.py:10(MagBridge)
        1    0.000    0.000    0.000    0.000 mag_bridge.py:11(__init__)
        1    0.000    0.000    0.000    0.000 mag_bridge.py:112(build_light_message)
    16817    0.429    0.000    2.510    0.000 mag_bridge.py:32(handle_state)
        1    0.000    0.000    0.000    0.000 mag_bridge.py:40(init_mag_bridge)
    16817    0.143    0.000    0.699    0.000 mag_bridge.py:92(handle_plinko_complete)
        1    0.000    0.000    0.000    0.000 mag_bridge_spinner.py:1(<module>)
    16817    0.143    0.000    0.703    0.000 mag_bridge_spinner.py:17(handle_magbridge_complete)
        1    0.000    0.000    0.000    0.000 mag_bridge_spinner.py:7(MagBridgeSpinner)
        1    0.000    0.000    0.000    0.000 mag_bridge_spinner.py:8(__init__)
        1    0.001    0.001   86.267   86.267 main.py:2(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.001    0.001 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.002    0.002 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 model.py:279(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:285(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:294(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:298(__init__)
        1    0.000    0.000    0.000    0.000 model.py:328(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 model.py:345(StructOrUnion)
        1    0.000    0.000    0.000    0.000 model.py:482(StructType)
        1    0.000    0.000    0.000    0.000 model.py:486(UnionType)
        1    0.000    0.000    0.000    0.000 model.py:490(EnumType)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.001    0.001    0.045    0.045 multiarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
        1    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
        1    0.000    0.000    0.001    0.001 multiball.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiball.py:10(__init__)
    16818    0.174    0.000    1.099    0.000 multiball.py:102(handle_state)
        1    0.000    0.000    0.000    0.000 multiball.py:142(close_door)
        2    0.000    0.000    0.000    0.000 multiball.py:155(printMsg)
    33636    0.117    0.000    0.307    0.000 multiball.py:31(bank_ready)
    16818    0.068    0.000    0.169    0.000 multiball.py:37(latch_trigger_time)
    16818    0.087    0.000    0.202    0.000 multiball.py:40(reclose_time)
        1    0.000    0.000    0.000    0.000 multiball.py:43(register_handlers)
    16818    0.177    0.000    0.748    0.000 multiball.py:81(handle_door_latch)
        1    0.000    0.000    0.000    0.000 multiball.py:9(Multiball)
    16818    0.176    0.000    0.797    0.000 multiball.py:91(handle_door_reclose)
        1    0.000    0.000    0.013    0.013 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:2(Node)
        1    0.000    0.000    0.000    0.000 nodes.py:25(ScalarNode)
      131    0.000    0.000    0.000    0.000 nodes.py:27(__init__)
        1    0.000    0.000    0.000    0.000 nodes.py:35(CollectionNode)
       28    0.000    0.000    0.000    0.000 nodes.py:36(__init__)
        1    0.000    0.000    0.000    0.000 nodes.py:44(SequenceNode)
        1    0.000    0.000    0.000    0.000 nodes.py:47(MappingNode)
        1    0.000    0.000    0.010    0.010 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.004    0.004 ntpath.py:2(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:4(<module>)
        1    0.001    0.001    0.056    0.056 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:144(ones)
        6    0.001    0.000    0.001    0.000 numeric.py:2446(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:59(ComplexWarning)
        1    0.001    0.001    0.008    0.008 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:396(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:412(_construct_lookups)
        1    0.000    0.000    0.000    0.000 numerictypes.py:560(_register_types)
        1    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        8    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
       14    0.000    0.000    0.000    0.000 os.py:754(encode)
       90    0.001    0.000    0.001    0.000 os.py:816(fsdecode)
        1    0.000    0.000    0.035    0.035 overrides.py:1(<module>)
       78    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
      316    0.001    0.000    0.001    0.000 overrides.py:124(array_function_dispatch)
      316    0.004    0.000    0.144    0.000 overrides.py:166(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
       23    0.000    0.000    0.008    0.000 overrides.py:206(decorator)
      286    0.005    0.000    0.028    0.000 overrides.py:72(verify_matching_signatures)
       78    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.020    0.020 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:140(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:148(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:156(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:195(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:225(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:330(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:338(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:343(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:349(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:357(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:362(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:368(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:839(Quoter)
      159    0.000    0.000    0.000    0.000 parser.py:107(peek_event)
      191    0.000    0.000    0.000    0.000 parser.py:114(get_event)
        1    0.000    0.000    0.000    0.000 parser.py:127(parse_stream_start)
        1    0.007    0.007    0.008    0.008 parser.py:139(parse_implicit_document_start)
        1    0.000    0.000    0.000    0.000 parser.py:159(parse_document_start)
        1    0.000    0.000    0.000    0.000 parser.py:190(parse_document_end)
       14    0.000    0.000    0.002    0.000 parser.py:264(parse_block_node)
       39    0.000    0.000    0.004    0.000 parser.py:267(parse_flow_node)
      106    0.000    0.000    0.012    0.000 parser.py:270(parse_block_node_or_indentless_sequence)
      159    0.004    0.000    0.017    0.000 parser.py:273(parse_node)
       14    0.000    0.000    0.007    0.000 parser.py:402(parse_indentless_sequence_entry)
       14    0.000    0.000    0.003    0.000 parser.py:422(parse_block_mapping_first_key)
       67    0.001    0.000    0.024    0.000 parser.py:427(parse_block_mapping_key)
       53    0.001    0.000    0.018    0.000 parser.py:446(parse_block_mapping_value)
       13    0.000    0.000    0.005    0.000 parser.py:471(parse_flow_sequence_first_entry)
       52    0.001    0.000    0.017    0.000 parser.py:476(parse_flow_sequence_entry)
        1    0.000    0.000    0.000    0.000 parser.py:62(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:69(ParserError)
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:81(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:89(dispose)
      495    0.002    0.000    0.076    0.000 parser.py:94(check_event)
        1    0.000    0.000    0.032    0.032 pathlib.py:1(<module>)
       27    0.000    0.000    0.000    0.000 pathlib.py:101(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:1032(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1042(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1055(Path)
       95    0.002    0.000    0.020    0.000 pathlib.py:1068(__new__)
      197    0.001    0.000    0.001    0.000 pathlib.py:1078(_init)
       72    0.001    0.000    0.002    0.000 pathlib.py:1087(_make_child_relpath)
        2    0.000    0.000    0.000    0.000 pathlib.py:1107(_opener)
        3    0.000    0.000    0.001    0.000 pathlib.py:1120(cwd)
       81    0.001    0.000    0.004    0.000 pathlib.py:1145(iterdir)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        3    0.000    0.000    0.001    0.000 pathlib.py:1198(resolve)
      191    0.001    0.000    0.021    0.000 pathlib.py:1216(stat)
        2    0.000    0.000    0.001    0.000 pathlib.py:1235(open)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
       92    0.001    0.000    0.011    0.000 pathlib.py:1402(exists)
       99    0.001    0.000    0.011    0.000 pathlib.py:1417(is_dir)
        1    0.000    0.000    0.000    0.000 pathlib.py:1561(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1568(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:284(_PosixFlavour)
      125    0.002    0.000    0.002    0.000 pathlib.py:292(splitroot)
        3    0.000    0.000    0.001    0.000 pathlib.py:316(resolve)
        3    0.000    0.000    0.001    0.000 pathlib.py:320(_resolve)
        1    0.000    0.000    0.000    0.000 pathlib.py:393(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:398(_NormalAccessor)
        9    0.000    0.000    0.000    0.000 pathlib.py:450(readlink)
        1    0.000    0.000    0.000    0.000 pathlib.py:492(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:517(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:523(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:539(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:570(_RecursiveWildcardSelector)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:614(_PathParents)
      125    0.006    0.000    0.012    0.000 pathlib.py:63(parse_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:642(PurePath)
      125    0.004    0.000    0.017    0.000 pathlib.py:671(_parse_args)
       98    0.002    0.000    0.018    0.000 pathlib.py:691(_from_parts)
       99    0.001    0.000    0.002    0.000 pathlib.py:704(_from_parsed_parts)
      196    0.002    0.000    0.003    0.000 pathlib.py:714(_format_parsed_parts)
       27    0.001    0.000    0.003    0.000 pathlib.py:725(_make_child)
      300    0.004    0.000    0.007    0.000 pathlib.py:731(__str__)
      204    0.002    0.000    0.009    0.000 pathlib.py:741(__fspath__)
       27    0.000    0.000    0.004    0.000 pathlib.py:963(__truediv__)
        3    0.000    0.000    0.000    0.000 pathlib.py:990(is_absolute)
        1    0.000    0.000    0.008    0.008 pickle.py:1(<module>)
        1    0.001    0.001    0.001    0.001 pickle.py:1136(_Unpickler)
        1    0.000    0.000    0.002    0.002 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 platform.py:1000(_sys_version)
        1    0.000    0.000    0.000    0.000 platform.py:1104(python_implementation)
        1    0.000    0.000    0.035    0.035 platform.py:3(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:740(_Processor)
        5    0.000    0.000    0.000    0.000 platform.py:772(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 platform.py:778(uname_result)
       90    0.000    0.000    0.000    0.000 platform.py:823(uname)
       90    0.001    0.000    0.001    0.000 platform.py:912(system)
        1    0.000    0.000    0.013    0.013 playback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 playback.py:14(Playback)
      137    0.001    0.000    0.001    0.000 playback.py:164(active)
       90    0.007    0.000   24.908    0.277 playback.py:20(__init__)
      633    0.002    0.000    0.002    0.000 playback.py:233(__bind)
       90    0.011    0.000   17.128    0.190 playback.py:37(load_file)
      111    0.006    0.000    0.085    0.001 playback.py:64(play)
       26    0.001    0.000    0.011    0.000 playback.py:91(stop)
        1    0.000    0.000    0.019    0.019 player.py:1(<module>)
        1    0.001    0.001   24.931   24.931 player.py:13(loadsounds)
        1    0.000    0.000    0.000    0.000 player.py:4(Player)
      112    0.002    0.000    0.097    0.001 player.py:43(play)
        1    0.000    0.000   24.931   24.931 player.py:6(__init__)
        1    0.000    0.000    0.000    0.000 player.py:60(unmute)
        2    0.000    0.000    0.001    0.001 plinko.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plinko.py:13(register_message_handlers)
    16817    0.139    0.000    0.678    0.000 plinko.py:17(handle_plinko_start)
        1    0.000    0.000    0.000    0.000 plinko.py:21(init_plinko)
    16817    0.436    0.000    1.405    0.000 plinko.py:25(update_multiplier)
        1    0.000    0.000    0.000    0.000 plinko.py:8(Plinko)
        1    0.000    0.000    0.000    0.000 plinko.py:9(__init__)
        1    0.000    0.000    0.000    0.000 points_switch.py:1(<module>)
      106    0.005    0.000    0.016    0.000 points_switch.py:17(handle_message)
       85    0.000    0.000    0.000    0.000 points_switch.py:29(cycle_variants)
      106    0.000    0.000    0.000    0.000 points_switch.py:33(has_light_group)
       85    0.001    0.000    0.003    0.000 points_switch.py:36(build_flash_message)
        1    0.000    0.000    0.000    0.000 points_switch.py:6(PointsSwitch)
       19    0.000    0.000    0.000    0.000 points_switch.py:7(__init__)
        2    0.000    0.000    0.012    0.006 polynomial.py:1(<module>)
